label,value
The Uncommercial Traveller,914
Library Work with Children,915
Sketches of Young Couples,916
Barnaby Rudge: A Tale of the Riots of 'Eighty,917
Sketches of Young Gentlemen,918
Ethics — Part 1,919
Ethics — Part 2,920
De Profundis,921
Sunday Under Three Heads,922
A Sketch of the Life of Brig. Gen. Francis Marion and a History of His Brigade,923
To Be Read at Dusk,924
United States Presidents' Inaugural Speeches: From Washington to George W. Bush,925
"Ten Thousand Dreams Interpreted; Or, What's in a Dream
A Scientific and Practical Exposition",926
The Lamplighter,927
"The Cook's Decameron
A Study in Taste, Containing over Two Hundred Recipes for Italian Dishes",930
The Fall of the House of Usher,932
Self Help; with Illustrations of Conduct and Perseverance,935
The Village Watch-Tower,936
"Poems: Patriotic, Religious, Miscellaneous",937
Good Indian,938
"The Life of Thomas Telford, Civil Engineer
With an Introductory History of Roads and Travelling in Great Britain",939
The Last of the Mohicans; A narrative of 1757,940
Just Folks,941
Green Mansions: A Romance of the Tropical Forest,942
Misalliance,943
The Voyage of the Beagle,944
Dust,945
Lady Susan,946
"The Life of Horatio, Lord Nelson",947
Ethics — Part 3,948
"Tom Swift and His Submarine Boat; Or, Under the Ocean for Sunken Treasure",949
"Tom Swift and His Electric Runabout; Or, The Speediest Car on the Road",950
"Tom Swift and His Sky Racer; Or, The Quickest Flight on Record",951
"Tom Swift and His Air Glider; Or, Seeking the Platinum Treasure",952
"Tom Swift and His Big Tunnel; Or, The Hidden City of the Andes",953
"Tom Swift and His War Tank; Or, Doing His Bit for Uncle Sam",954
The Patchwork Girl of Oz,955
Tik-Tok of Oz,956
The Scarecrow of Oz,957
"Rinkitink in Oz
Wherein Is Recorded the Perilous Quest of Prince Inga of Pingaree and King Rinkitink in the Magical Isles That Lie Beyond the Borderland of Oz",958
The Lost Princess of Oz,959
"The Tin Woodman of Oz
A Faithful Story of the Astonishing Adventure Undertaken by the Tin Woodman, Assisted by Woot the Wanderer, the Scarecrow of Oz, and Polychrome, the Rainbow's Daughter",960
"Glinda of Oz
In Which Are Related the Exciting Experiences of Princess Ozma of Oz, and Dorothy, in Their Hazardous Journey to the Home of the Flatheads, and to the Magic Isle of the Skeezers, and How They Were Rescued from Dire Peril by the Sorcery of Glinda the Good",961
"The Poems of Henry Kendall
With Biographical Note by Bertram Stevens",962
Little Dorrit,963
The Merry Adventures of Robin Hood,964
The Black Tulip,965
Maid Marian,966
Nicholas Nickleby,967
Martin Chuzzlewit,968
The Tenant of Wildfell Hall,969
Uncle Josh's Punkin Centre Stories,970
Ethics — Part 4,971
The Devil's Dictionary,972
"Howard Pyle's Book of Pirates
Fiction, Fact & Fancy Concerning the Buccaneers & Marooners of the Spanish Main",973
The Secret Agent: A Simple Tale,974
Ethics — Part 5,975
Tanglewood Tales,976
American Notes,977
The Yates Pride: A Romance,978
Heroes of the Telegraph,979
Alice Adams,980
Beowulf,981
The Book of Nonsense,982
"Tour through the Eastern Counties of England, 1722",983
"Who Was Who: 5000 B. C. to Date
Biographical Dictionary of the Famous and Those Who Wanted to Be",984
Father Sergius,985
Master and Man,986
"The Scientific Monthly, October to December, 1915",987
The Education of the Child,988
Theologico-Political Treatise — Part 1,989
Theologico-Political Treatise — Part 2,990
Theologico-Political Treatise — Part 3,991
Theologico-Political Treatise — Part 4,992
Malbone: An Oldport Romance,993
Riders to the Sea,994
Ballads of a Bohemian,995
Don Quixote,996
Divina Commedia di Dante: Inferno,997
Divina Commedia di Dante: Purgatorio,998
Divina Commedia di Dante: Paradiso,999
La Divina Commedia di Dante: Complete,1000
"Divine Comedy, Longfellow's Translation, Hell",1001
"Divine Comedy, Longfellow's Translation, Purgatory",1002
"Divine Comedy, Longfellow's Translation, Paradise",1003
"Divine Comedy, Longfellow's Translation, Complete",1004
"Divine Comedy, Cary's Translation, Hell",1005
"Divine Comedy, Cary's Translation, Purgatory",1006
"Divine Comedy, Cary's Translation, Paradise",1007
"Divine Comedy, Cary's Translation, Complete",1008
The First Men in the Moon,1013
The Lure of the Dim Trails,1014
The Oregon Trail: Sketches of Prairie and Rocky-Mountain Life,1015
On the Improvement of the Understanding,1016
The Soul of Man under Socialism,1017
"Poems by Currer, Ellis, and Acton Bell",1019
Sword Blades and Poppy Seed,1020
"The Congo, and Other Poems",1021
Walking,1022
Bleak House,1023
The Wrecker,1024
"Essays; Political, Economical, and Philosophical — Volume 1",1025
The Diary of a Nobody,1026
The Lone Star Ranger: A Romance of the Border,1027
The Professor,1028
The Night-Born,1029
The Cavalier Songs and Ballads of England from 1642 to 1684,1030
"Charmides, and Other Poems",1031
The Pupil,1032
Rose o' the River,1033
Poems,1034
The Man Against the Sky: A Book of Poems,1035
Joe Wilson and His Mates,1036
The Life of John Bunyan,1037
Style,1038
Missionary Travels and Researches in South Africa,1039
The Three Taverns: A Book of Poems,1040
Shakespeare's Sonnets,1041
"A Reading of Life, with Other Poems",1042
The Story of Evolution,1043
Extract from Captain Stormfield's Visit to Heaven,1044
Venus and Adonis,1045
"God, the Invisible King",1046
The New Machiavelli,1047
The Ruling Passion: Tales of Nature and Human Nature,1048
Vanished Arizona: Recollections of the Army Life by a New England Woman,1049
The Dark Lady of the Sonnets,1050
Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,1051
"Step by Step; Or, Tidy's Way to Freedom",1052
Within the Tides: Tales,1053
A Collection of Ballads,1054
'Twixt Land & Sea: Tales,1055
Martin Eden,1056
"Poems, with The Ballad of Reading Gaol",1057
The Mirror of the Sea,1058
The World Set Free,1059
Grass of Parnassus,1060
"Myths and Myth-Makers
Old Tales and Superstitions Interpreted by Comparative Mythology",1061
First Project Gutenberg Collection of Edgar Allan Poe,1062
The Cask of Amontillado,1063
The Masque of the Red Death,1064
The Raven,1065
William the Conqueror,1066
Personal Memoirs of U. S. Grant — Volume 1,1067
Personal Memoirs of U. S. Grant — Volume 2,1068
Four Short Stories By Emile Zola,1069
The Sea-Wolf,1074
The Strength of the Strong,1075
The Wallet of Kai Lung,1076
The Mirror of Kong Ho,1077
The Scouts of the Valley,1078
"The Life and Opinions of Tristram Shandy, Gentleman",1079
"A Modest Proposal
For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick",1080
Dead Souls,1081
"Voyage of the Paper Canoe
A Geographical Journey of 2500 Miles, from Quebec to the Gulf of Mexico, During the Years 1874-5",1082
The Arrow of Gold: A Story Between Two Notes,1083
Recipes Tried and True,1084
Life of John Sterling,1085
A Horse's Tale,1086
Rolf in the Woods,1088
"Moon-Face, and Other Stories",1089
The Bickerstaff-Partridge Papers,1090
"On Heroes, Hero-Worship, and the Heroic in History",1091
The Description of Wales,1092
The Beast in the Jungle,1093
Tamburlaine the Great — Part 1,1094
The Light of the Western Stars,1095
The Faith of Men,1096
Mrs. Warren's Profession,1097
The Turmoil: A Novel,1098
The Riverman,1099
The Research Magnificent,1138
Fisherman's Luck and Some Other Uncertain Things,1139
Latter-Day Pamphlets,1140
Selected Poems of Oscar Wilde,1141
Typhoon,1142
Notes on Life & Letters,1143
In the Cage,1144
"Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim
Sequel to The Prisoner of Zenda",1145
The Journal of a Voyage to Lisbon,1146
A Journey from This World to the Next,1147
The Itinerary of Archbishop Baldwin Through Wales,1148
"From London to Land's End
and Two Letters from the ""Journey through England by a Gentleman""",1149
"The Danish History, Books I-IX",1150
The Nibelungenlied,1151
The Story of the Volsungs (Volsunga Saga); with Excerpts from the Poetic Edda,1152
The Chessmen of Mars,1153
The Voyages of Doctor Dolittle,1154
The Secret Adversary,1155
Babbitt,1156
"Damaged Goods
The great play ""Les avariés"" by Brieux, novelized with the approval of the author",1157
Penrod and Sam,1158
Fire-Tongue,1159
The Game,1160
Jerry of the Islands,1161
The Jacket (The Star-Rover),1162
Adventure,1163
The Iron Heel,1164
"The Little Book of Modern Verse
A Selection from the Work of Contemporaneous American Poets",1165
"The Second Book of Modern Verse
A Selection from the Work of Contemporaneous American Poets",1166
A Strange Disappearance,1167
The Pool in the Desert,1168
Agesilaus,1169
Anabasis,1170
The Apology,1171
The Cavalry General,1172
The Economist,1173
Hellenica,1174
Hiero,1175
On Horsemanship,1176
The Memorabilia,1177
The Polity of the Athenians and the Lacedaemonians,1178
On Revenues,1179
"The Sportsman: On Hunting, a Sportsman's Manual, Commonly Called Cynegeticus",1180
The Symposium,1181
Dope,1182
The Return of Dr. Fu-Manchu,1183
"The Count of Monte Cristo, Illustrated",1184
History of the Conflict Between Religion and Science,1185
Poems,1186
War of the Classes,1187
The Lair of the White Worm,1188
The Message,1189
The Jolly Corner,1190
The Double-Dealer: A Comedy,1191
The Old Bachelor: A Comedy,1192
The Coxon Fund,1193
The Adventures of Louis de Rougemont,1194
Glasses,1195
The Purse,1196
"Taras Bulba, and Other Tales",1197
"Robbery under Arms
A Story of Life and Adventure in the Bush and in the Australian Goldfields",1198
An Anthology of Australian Verse,1199
Gargantua and Pantagruel,1200
An Essay on the Trial By Jury,1201
Tales of Unrest,1202
Dolly Dialogues,1203
Cabin Fever,1204
The Colour of Life,1205
The Flying U Ranch,1206
Nada the Lily,1207
South Sea Tales,1208
History of the Conquest of Peru,1209
Kwaidan: Stories and Studies of Strange Things,1210
A Selection from the Lyrical Poems of Robert Herrick,1211
Love and Freindship [sic],1212
The Man That Corrupted Hadleyburg,1213
The Street of Seven Stars,1214
The Elixir of Life,1215
"Reflections on the Decline of Science in England, and on Some of Its Causes",1216
"Penelope's Experiences in Scotland
Being Extracts from the Commonplace Book of Penelope Hamilton",1217
The Adventures of Jimmie Dale,1218
An Essay on Comedy and the Uses of the Comic Spirit,1219
The Atheist's Mass,1220
"A Preliminary Revision of the North American Species of Cactus, Anhalonium, and Lophophora",1221
Cobb's Anatomy,1222
Ursula,1223
Sidney Lanier,1224
Faraday as a Discoverer,1225
"The Journal of Abnormal Psychology, Volume 10",1226
The Expression of the Emotions in Man and Animals,1227
"On the Origin of Species By Means of Natural Selection
Or, the Preservation of Favoured Races in the Struggle for Life",1228
Select Poems of Sidney Lanier,1229
Pierre Grassou,1230
On the Track,1231
The Prince,1232
The Origin and Nature of the Emotions; Miscellaneous Papers,1233
"Organic Syntheses
An Annual Publication of Satisfactory Methods for the Preparation of Organic Chemicals",1234
Captain Fracasse,1235
"First Across the Continent
The Story of the Exploring Expedition of Lewis and Clark in 1804-5-6",1236
Father Goriot,1237
The City of Dreadful Night,1238
The Spirit of the Border: A Romance of the Early Settlers in the Ohio Valley,1239
The Playboy of the Western World: A Comedy in Three Acts,1240
The Well of the Saints: A Comedy in Three Acts,1241
Unconscious Comedians,1242
Hearts of Controversy,1243
Love for Love: A Comedy,1244
Night and Day,1245
The House of Dust: A Symphony,1246
Second April,1247
"Last of the Great Scouts: The Life Story of William F. Cody [""Buffalo Bill""]",1248
Anthem,1249
Le Morte d'Arthur: Volume 1,1251
Le Morte d'Arthur: Volume 2,1252
A Simple Soul,1253
Cyrano de Bergerac,1254
The Three Musketeers,1257
Ten Years Later,1258
Twenty Years After,1259
Jane Eyre: An Autobiography,1260
Betty Zane,1261
The Heritage of the Desert: A Novel,1262
The Glimpses of the Moon,1263
The Wheels of Chance: A Bicycling Idyll,1264
Queen Victoria,1265
Lavender and Old Lace,1266
Kai Lung's Golden Hours,1267
The Mysterious Island,1268
The Soul of a Bishop,1269
In Defense of Women,1270
Bygone Beliefs: Being a Series of Excursions in the Byways of Thought,1271
The Riddle of the Rhine: Chemical Strategy in Peace and War,1272
The Autobiography of a Slander,1273
"Martin Hyde, the Duke's Messenger",1274
"Alexandria and Her Schools
Four Lectures Delivered at the Philosophical Institution, Edinburgh",1275
"The Rhythm of Life, and Other Essays",1276
Melmoth Reconciled,1277
"Penelope's English Experiences
Being Extracts from the Commonplace Book of Penelope Hamilton",1278
Poems and Songs of Robert Burns,1279
Spoon River Anthology,1280
"Tom Swift and His Aerial Warship; Or, The Naval Terror of the Seas",1281
"Tom Swift Among the Diamond Makers; Or, The Secret of Phantom Mountain",1282
"Tom Swift and His Wizard Camera; Or, Thrilling Adventures While Taking Moving Pictures",1283
"Tom Swift and His Air Scout; Or, Uncle Sam's Mastery of the Sky",1284
"The Water Goats, and Other Troubles",1285
"The Poems of Goethe, Translated in the Original Metres",1287
Three Ghost Stories,1289
Salammbo,1290
Herodias,1291
The Way of the World,1292
The Firm of Nucingen,1294
"Ceres' Runaway, and Other Essays",1295
The Provost,1296
The Iron Puddler: My Life in the Rolling Mills and What Came of It,1297
The Virginian: A Horseman of the Plains,1298
The Heritage of the Sioux,1299
Riders of the Purple Sage,1300
The French Revolution: A History,1301
The Enemies of Books,1302
The Scapegoat,1303
Bulchevy's Book of English Verse,1304
The Ball at Sceaux,1305
Seven Men [Excerpts],1306
The Magic Skin,1307
A Florentine Tragedy; La Sainte Courtisane,1308
"The Spirit of Place, and Other Essays",1309
"The Annals of the Parish
Or, the Chronicle of Dalmailing During the Ministry of the Rev. Micah Balwhidder",1310
If: A Play in Four Acts,1311
Selected Stories of Bret Harte,1312
Over the Sliprails,1313
The Malefactor,1314
Autobiography and Selected Essays,1315
Some Reminiscences,1316
"Saltbush Bill, J. P.",1317
"The Twin Hells
A Thrilling Narrative of Life in the Kansas and Missouri Penitentiaries",1318
"Increasing Human Efficiency in Business
A Contribution to the Psychology of Business",1319
"Criminal Psychology: A Manual for Judges, Practitioners, and Students",1320
The Waste Land,1321
Leaves of Grass,1322
"History of the Conquest of Peru
With a Preliminary View of the Civilization of the Incas",1323
Russia in 1919,1324
Twenty Years at Hull House; with Autobiographical Notes,1325
The Crisis in Russia,1326
Elizabeth and Her German Garden,1327
The Tinker's Wedding,1328
A Voyage to Arcturus,1329
"The Story of Little Black Sambo, and The Story of Little Black Mingo",1330
ABC's of Science,1331
Peter Pan in Kensington Gardens,1332
